C:\drivingsim_recs\IMG\center_2026_04_13_15_56_49_881.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_49_881.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_49_881.jpg,0,0,0,1.203217E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_49_949.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_49_949.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_49_949.jpg,0,0,0,2.062895E-05
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_017.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_017.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_017.jpg,0,0,0,3.733833E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_086.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_086.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_086.jpg,0,0,0,2.243181E-05
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_153.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_153.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_153.jpg,0,0,0,5.123642E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_220.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_220.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_220.jpg,0,0,0,6.132653E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_288.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_288.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_288.jpg,0,0,0,3.163865E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_355.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_355.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_355.jpg,0,0,0,7.261571E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_424.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_424.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_424.jpg,0,0,0,1.503547E-05
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_492.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_492.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_492.jpg,0,0,0,6.357131E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_560.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_560.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_560.jpg,0,0,0,7.454109E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_627.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_627.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_627.jpg,0,0,0,8.983682E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_694.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_694.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_694.jpg,0,0,0,1.018049E-05
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_761.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_761.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_761.jpg,0,0,0,1.151039E-05
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_830.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_830.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_830.jpg,0,0,0,1.300686E-05
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_901.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_901.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_901.jpg,0,0,0,3.00367E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_50_969.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_50_969.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_50_969.jpg,0,0,0,4.072975E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_036.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_036.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_036.jpg,0,0,0,7.188056E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_108.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_108.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_108.jpg,0,0,0,1.074897E-05
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_177.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_177.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_177.jpg,0,0,0,1.639771E-05
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_245.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_245.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_245.jpg,0,0,0,6.457884E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_315.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_315.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_315.jpg,0,0,0,7.422728E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_384.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_384.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_384.jpg,0,0,0,2.540817E-06
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_452.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_452.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_452.jpg,0,0.0291432,0,0.04019798
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_519.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_519.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_519.jpg,0,0.206214,0,0.1183169
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_590.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_590.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_590.jpg,-0.04705882,0.4489209,0,0.4530655
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_659.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_659.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_659.jpg,-0.08235294,0.625395,0,0.8031514
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_729.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_729.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_729.jpg,-0.08823529,0.8689412,0,1.534721
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_797.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_797.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_797.jpg,-0.08823529,1,0,2.227648
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_866.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_866.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_866.jpg,-0.1,1,0,3.159691
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_51_934.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_51_934.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_51_934.jpg,-0.1,1,0,3.864854
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_001.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_001.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_001.jpg,-0.1176471,1,0,4.566941
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_071.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_071.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_071.jpg,-0.1588235,1,0,5.494032
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_138.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_138.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_138.jpg,-0.1588235,1,0,6.185323
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_209.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_209.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_209.jpg,-0.1588235,1,0,7.101132
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_278.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_278.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_278.jpg,-0.1588235,1,0,7.783387
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_346.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_346.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_346.jpg,-0.2058824,1,0,8.684512
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_416.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_416.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_416.jpg,-0.2294118,1,0,9.354791
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_483.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_483.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_483.jpg,-0.2411765,1,0,10.24255
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_553.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_553.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_553.jpg,-0.2411765,1,0,10.90501
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_620.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_620.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_620.jpg,-0.2411765,1,0,11.66231
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_688.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_688.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_688.jpg,-0.2588235,1,0,12.47895
C:\drivingsim_recs\IMG\center_2026_04_13_15_56_52_754.jpg,C:\drivingsim_recs\IMG\left_2026_04_13_15_56_52_754.jpg,C:\drivingsim_recs\IMG\right_2026_04_13_15_56_52_754.jpg,-0.2588235,1,0,13.112
